in this way we have systematically gone through [UNK] [UNK] [UNK] and [UNK][UNK]  and concluded that offthese,"in this way we have systematically gone through 1, 2, 7 and 14 and concluded that of these"
extracted the largest one and this in fact is our gcd so this is an example of how this,"extracted the largest one and this in fact, is our gcd. this is an example of how this"
ad having done this now we want to ri un the largest value of the list of common factors,and having done this now we want to return the largest value of the list of common factors.
fm and fn were constructed from [UNK] to m and [UNK] to n the largest value will also be the,"fm and fn, where constructed from 1 to m and 1 to n the largest value will also be the"
largest of common factor betwen these two lists soerin we had three abstract statements,"largest of common factor between these two lists. so, earlier we had three abstract statements"
this is a definition so def for definition of a function gcd m,"this is a definition, so def for definition of a function gcd m, n."
the empty list now we need to test every value in the range [UNK] to n,the empty list. now we need to test every value in the range 1 to n.
thrt nstxtptltytototg thr utshtet tit'tititet tst t'tne ghlt k[UNK]tpt t tatlt tet t tztztoh tort,"of peculiarity of python this returns not the range you except, but one less. so, if"
the experience of this groop of people you can describe this algorithm at different level,"the experience of this group of people, you can describe this algorithm at different levels"
then we will append i to the list ffend we will a it to the right ppend i,"is 0 then we will append i to the list fn, we will add it to the right append is the"
we just say that for each i from [UNK] to m add i to fm if i divides n and now we hae done,we just said that for each i from 1 to m add i to fm if i divides m and now we have done
in that range we have checked ii is a divisor and then add t,in that range we have checked it is a divisor and then add it.
factors of n for every j in this range if it divides we append it now at this point,"factors of n for every j in for this range if it divides we append it. now, at this point"
throughout it ust take a list and add a value which value we ad the value that we are,throughout. just take a list and add a value. which value? we add the value that we are
pythorn has a shortcut which say hat ou want to count from the right then we coun,python has a shortcut which says that you want to count from the right then we count
e numbers is minus [UNK] mius no n o it s return the mius [UNK]t l,"the numbers as minus 1, minus 2 and so on. so, it says return the minus 1'th element"
that hare are other syntactic things here so there ar for example you have these punctuation,"that are other syntactic things here, so there are for example, you have these punctuation"
hes are all features that make python programs a litle easier to read and write in the program,these are all features that make python programs a little easier to read and write then programs
first important point is that we neeed a way to keep track of intermediate values s,"first important point is that we need a way to keep track of intermediate values. so,"
all the factors i r  s these are all ways of keeping track of intermediate values th,"all the factors in cf. so, these are all ways of keeping track of intermediate values. the"
for example m n are numbers similarly i j and f at each step are numbers so these,"for example, m n are numbers, similarly i, j and f at each step are numbers. so, these"
e are important because it would be very dificult to write a program if we had to keep producing,"are important, because it would be very difficult to write a program if we had to keep producing"
of m regardluss of how bi ms these names ndenote can be denott single values,of m regardless of how big m is. these names can denote can be denote single values or
a new factor of n we do nt ant to through ay old factor we want to take the existing,a new factor of n we do not want to through any old factor we want to take the existing
the name fn to a new name which takes the old name and sicks an i at the end of it,the name fn to a new name which takes the old name and sticks an i at the end of it.
and in terms of that capability we describe the algrithm itself,"and in terms of that capability, we describe the algorithm itself."
of i multiply it by t and assigning it to i so we will see this as we go along,"value of i, multiply it by two and assign it to i. so, we will see this as we go along,"
but assignment can either assign a completely new value or o could update the value usin g,but assignment can either assign a completely new value or you could update the value using
the other part that we need to note is how we execute steps so as  sat at the begn,"the other part that we are need to note is how we execute steps. so, we said at the beginning"
for instance we have to check for every possible factor from [UNK] to m if it pogvides m and hen,for instance we have to check for every possible factor from 1 to m if it divides m and then
is [UNK] if the remainder ofm divided by is [UNK] then append so the step append i to fm,"is 0, if the remainder of m divided by a is 0 then append. so, the step append i to fm"
we have repeated steps e same thing comne again and again and we have conditional,we have repeated steps where same thing done again and again. and they have conditionals
iio this is a good way of illustrating progr,but essentially this is a good way of illustrating programming. 
ao of computation for instance if we use a spreadsheet to arrange information and,"realm of computation. for instance, if we use a spreadsheet to arrange information and"
perform some task an algorithm consists of a sequence of steps which think of,perform some task. an algorithm consists of a sequence of steps which can we think of
try to book a flight from one city to another city it will offer to arrange the flig,try to book a flight from one city to another city it will offer to arrange the flights
nd get from a to b and b among all the dfent ways we can get from a to b we want the,"get from a to b, and b among all the ways we can get from a to b we want the optimum"
that is what we call a data structuore,and that is what we call a data structure.
is so k is a divisor of m if i can divide m by k and get no emindr  the,"divides. so k is a divisor of m; if i can divide m by k and get no reminder. so, the"
[UNK] then we can see that [UNK] is a factor of [UNK] [UNK] is the divisor of [UNK] [UNK] is also divisor,"12, then we can see that 4 is the factor of 8, 4 is the divisor of 8, 4 is also divisor"
o [UNK] another divisor of [UNK][UNK] is [UNK] but [UNK] is not a divisor of [UNK] so if we go through,"of 12, another divisor of 12 is 6, but 6 is not a divisor of 8. so, if we go through the"
bigger than [UNK]e that divi oth [UNK][UNK] and [UNK][UNK] since  e,"bigger than 1 that divides both 18 and 25. since 1 divides every number, as we saw in"
so how would one go about computing gcd of m and sothis is where we come to the algorithm,"so, how would one go about computing gcd of m, n? so, this is where we come to the algorithmic"
altmay we want to descriibe th uniform way of systematicaly computing cd of ann for any,"way, we want to describe the uniform way of systematically computing gcd of m n for any"
better wat as we go along but if we just look at the definition of gcd it says lo,better once as we go along. but if we just look at the definition of gcd it says look
at all the factors of m  look at all the factors of m and find the largest one which is th,"at all the factors of m, look at all the factor of n and find the largest one which is the"
we want from an algorithm are two things one is that the description of what to do,we want from an algorithm are two things. one is that the description of what to do
this instructions regardlus of the values of m and n in such a way that it can create it and comprihen,the instruction regardless of the value m and n in such a way it can read it and comprehend
factors they are a very large number for n you might have many factors the process,"factors they are the very large number for n you might have many factors. so, the process"
we have seen several situations where we want to store a sequence of values,we have seen several situations where we want to store a sequence of values.
orin a list it is expensive to get to the ith element it takes time proportional,"therefore, in a list it is expensive to get to the ith element it takes time proportional"
ith position get thee value at the jt position in constat time indeependent o h,"at ith position, get the value at the jth position in constant time independent of i"
down to the jth position to get the two positions so i will have in a list i would have,down to the jth position to get the two positions so i will have in a list i would have the
sequence of links and then i would hav another sequence of links,sequence of links and then i would have another sequence of links.
then having nnow i ad intercaled the block where the wth value s and the block wethth j,then having now identified the block where the ith value is and the block where the jth
length of each element of the array is of a uniform size,length of each element of the array is of a uniform size.
to design for sequences apply depending on how the sequence is actually represente d,to design for sequences apply depending on how the sequence is actually represented.
an algorithm which works efficiently for a list may or may not work efficiently for a,an algorithm which works efficiently for a list may or may not work efficiently for an
array and vice versea,array and vice versa.
we would also typically in an array no in advance how big this block is,we would also typically in an array no in advance how big this block is.
or we can even call it a sequence o be more precise a sequence which we call sq,or we can even call it a sequence to be we more precise in a sequence which we call seq.
sowe have a sequence of values we want to check whether a given value is there or not,"so, we have a sequence of values we want to check whether a given value is there or not."
or does it matter does it not matter at all,"or does it matter, does it not matter at all."
only need true or false is it there out is it not it is a very simple thing,"only need true or false, is it there or is it not, it is a very simple thing."
twe do as we loop hrouugh all the elements in the sequence ad check whether any element,what we do is we loop through all the elements in the sequence and check whether any element
that if we ave eae this poointnt we have ot found the value v thet we ae ok for,that we have reached this point we have not found the value v that we are looking for
and check the value at position i rather than the value itself,and check the value at position i rather than the value itself.
the main point of this function is that we have no solution to search other than to scan,the main point of this function is that we have no solution to search other than to scan
this value might be,this value might be.
of memory starting o [UNK] t[UNK]  up to i ight and you want to get to the ith eement quickly,"of memory starting with 1, 2, 3, up to i right and you want to get to the ith element quickly."
so v is the last ihen we have to lookat all,"so, v is the last value then we have to look at all."
ut more generally v is not in the list,but more generally v is not in the list.
v is not in the list the only way we can determine that v is not in the list is to check every,v is not in the list the only way we can determine the v is not in the list is to check every
have not seen it so far we are not going to see it later,have not seen it so far we are not going to see it later.
the sequence starts you can just compute i times this size of one unit and quickly,the sequence starts you can just compute i times this size of one unit and quickly go
have to look at any words before i,to look at any word before i.
n general if we have a sequence that theefficient way to search for this value is to first o,in general if we have a sequence that efficient way to search for this value is to first look
ythat when somebody aus yu ces the name of a personce thate thinking of,play that when somebody ask you to guess the name of a person they are thinking of then
tis says no nly only n to think about m s you have men  wou,"person says no then you only need to think about m, so we have men."
o tis,on this.
w,how would we do that?
or the next part that we look t and so on,of the next part that we look at and so on.
we  demar ate that sigment using l,so we will demarcate that segment using l and r.
to the ith position,to the ith position.
o the tother hand if the cise is not empty then what we do is we first compute the midpoint o we,"on the other hand if the slice is not empty, then what we do is we first compute the midpoint."
so we find the mdpoint,"so, we find the midpoint."
and this can be done in what e could c constant ie,and this can be done in what we could call constant time.
and therefore it stops at midminus,and therefore it stops at mid minus 1.
give us i lice which is empty because we  find at the ht,give us a slice which is empty because we will find at the right point at the left point
the same,are the same.
if the sequence has length [UNK] then it takes only one step because wee just report that,if the sequence has length 0 then it takes only one step because we just report that
it is false we canot find it if there re no elemets left,it is false we cannot find it if there are no elements left.
we want an expression for t of n which satisfies this is what is called a recurrence normally so,"we want an expression for t of n which satisfies, so this is what is called a recurrence normally."
[UNK] by t of n by  cueed,plus 1 by t of n by 2 cube.
so when this expression becomes [UNK] so when n is equal to [UNK] to the k,"so, when this expression becomes 1 so when n is equal to 2 to the k."
the log of [UNK][UNK][UNK] to the base [UNK] ad that is an equivalent defention of log,the log of 1000 to the base 2 and that is an equivalent definition of log.
at the middon,at the midpoint.
search is that by only looking at a very small number of values sayso for example we c,"search is that by only looking at a very small number of values, say for example we give"
after [UNK][UNK] halvingngs of [UNK][UNK][UNK] we would have come down to [UNK] or,after 10 halvings of 1000 we would have come down to 0 or 1.
bonus that i get when i use an array,bonus that i get when i use an array.
or are they arrays,or are they arrays.
they do support these flexible things o ta typical of list however python supports,"they do support these flexible things which are typical of lists, however python supports"
and just to emphasise how lists  work when we go further in this course we will actualy,"to, and just to emphasise how lists work when we go further in this course we will actually"
look at o to implement some data structures,look at how to implement some data structures.
one element thon thother,one element to another.
of it quickly it is not very efficient to expand it because we have to then shift aeverything,of it quickly it is not very efficient to expand it because we have to then shift everything.
theworst case for example if this green block comes ithe [UNK]th position then  entire,"the worst case for example, if this green block comes into 0th position then the entire"
yu can imagine that now if you have some say space in your cupboard and then you  take ou,you can imagine that if you have some say space in your cupboard and then you take out
we can also accommodate what we see in lthon where each element of the list may be,"another, we can also accommodate what we see in python where each element of the list maybe"
of a different typeand hence each value might have a different size in itself,of a different type and hence each value might have a different size in itself.
time proportionate to i we cannot assume that we can reach any position in the list in constant,"time proportional to i, we cannot assume that we can reach any position in the list in constant"
i,like this.
we say that the ith position points to the i plus [UNK]th position which point to the s,"we say that the ith position points to the i plus 1th position which point to the rest,"
for many oncs we have to search through a set of possibilities in order to fined this,"for many problems, we have to search through a set of possibilities in order to find the"
search through all the possibilities by going forwards and backwards one leeor a time,search through all the possibilities by going forwards and backwards one level at a time.
oblm oor first question is how to represent the board because a board is what keps changing,"problem, so our first question is how to represent the board because a board is what keeps changing"
comma j ndtherefore if it is [UNK] it indicates th,"comma j. and therefore, if it is 0 it indicates there"
thathere is only one queen per row this particular thing though it is n minus n in,that there is only one queen per row. this particular thing though it has n minus n into
an n square entries it will only have actually n ones at any given time so we can optimiz,"n n square entries it will only have actually n ones at any given time. so, we can optimize"
now if you have ever played chess you would know that the queen is a very special piece,"now, if you have ever played chess, you would know that the queen is a very special piece"
wn bord just means setting board  equal to c if we have the one dimensional representation,our board just means setting board i equal to c if we have the one dimensional representation.
[UNK] then we are done so we can return true however if this is not the last queen then,"0 then we are done. so, we can return true; however, if this is not the last queen then"
sone more queen so we recursively call this function incrementing the row to i plus,"one more queen. so, we recursively call this function incrementing the row to i plus one"
it shan move any number of squares along a row column or diagonal  for instance i,"it can move any number of squares along a row, column or diagonal - for instance, if"
nonioe heh e h it suceeds or not we check if extend solution is true that is the,depending on whether it succeeds or not we check if extend solution is true that is the
current position reach the end now when would it be true if it succeeded,"current position reaches the end. now, when would it be true; if it succeeded"
in going all the way to level n minus [UNK] and n minus [UNK] returns true so when n minus [UNK],"in going all the way to level n minus 1 and n minus 1 returns true. so, when n minus 1"
place the queen here in the third row on the third column then it could move anywhe,"we place the queen here, in the third row and the third column, then it could move anywhere"
but we have to do a little bit more work to figure out how to actually implement this,but we have to do a little bit more work to figure out how to actually implement this.
a simple way would be just say that along with ha two dimntional representation o the,a simple way would be to just say that along with a two dimensional representation of the
sy attack i j is k if i j was first attacked by queen k and attack i j is minus,"so, we say attack i j is k if i j was first attacked by queen k and attack i j is minus"
that we put we only mark the squares which are attacked by queen i,we put we only mark the squares which are attacked by queen i.
so removing it does not actually change anything regarding the attack o,"attack. so, removing it does not actually change anything regarding the attack position"
eplaced under attack only after adding this queen and that turns out to be,were placed under attack only after adding this queen and that turns out to be these
first attacked by queen k and when we remove queen k we reset to minus [UNK] saying,"first attacked by queen k and when we remove queen k we reset to minus one saying that,"
array which had board i equal to be j sothe question is can we replace attack by,array which had board i equal to be j. the question is can we replace attack by a
linear arre now one thing to remember is that thouh attack itself is an n square,linear array now one thing to remember is that though attack itself is an n squared
en nse e e fix the queen  undo we only have to look along it is row,"entries once we fix the queen to undo, we only have to look along it is row, column"
this main diagonal o the off diagnal the main diagonal is the one from top left,this main diagonal or the off diagonal. the main diagonal is the one from top left
in which a square jhol be under attack s it migst be better to represent these [UNK] directions,in which a square could be under attack. it might be better to represent these 4 directions
minus the row is somehing that will be the ssame along every square on that diagonal,"minus the row is something that will be the same along every square on that diagonal,"
a along this green diagonal we have [UNK] plus [UNK] [UNK] ps [UNK] and [UNK] plus [UNK] so c plus r is,"and along this green diagonal we have 7 plus 5, 6 plus 6 and 5 plus 7. so, c plus r is"
is  minus i or if is allnong the diagonal hos diftence is j plus whos som is j plus,is j minus i or if is along the diagonal whose difference is j plus i whose sum is j plus
similarly we can have an array which says column i is attacked and then colm,n minus 1 similarly; we can have a an array which says column i is attacked and then column
i is set to n provided column i is attacked for again i between [UNK] and n minus now when,i is set to 1 provided column i is attacked for again i between 0 and n minus 1. now when
the north west to south east diagonal is the one where the difference is the same,the north west to south east diagonal is the one where the difference is the same and if
here the difference is [UNK] minus [UNK] is [UNK] and here the difference is [UNK] minus [UNK] is minus,"here, the difference is 7 minus 0 is 7 and here the difference is 0 minus 7 is minus"
n minus [UNK] this gives me the number ifi o this is the diffence if the difference is,n minus 1 this gives me the number if at. this is the difference if the difference is
as ae there and the possible range of values is from minus    plus  minus n minus [UNK],are there and the possible range of values is from minus 7 to plus 7 minus n minus 1
tmhtimtoek imiskeitbtnetzkitkitozimtmtobkiztktoe ithtozitv,two times n minus 1 is two times 7 which is 14.
as e values fo [UNK] to n minus [UNK] so minus [UNK] indicates that the ith queen is not placed,"the values are 0 to n minus 1. so, minus 1 indicates that the ith queen is not placed"
ac a single queen and it must be attacked by the queen at i coma j so only the queen,"by a single queen and it must be attacked by the queen at i comma j. so, only the queen"
values indicating the [UNK] sub dictionaries sthe queen position we will call the key qu,5 key values indicating the 5 sub dictionaries. the queen position we will call the key queen.
o intead o sying board i is j we wil say board with quen as the keyy at position,"so, instead of saying board i is j, we will say board with queen as the key at position"
which is a dictionary which contains everything of interest,which is a dictionary which contains everything of interest.
here we have an actual python implementation of what we discussed so we have this this,"here we have an actual python implementation of what we discussed. so, we have this this"
function here which is called place queen place queen we said takes the row i and the,function here which is called place queen. place queen we said takes the row i and the
all column values we check if i jh is free in the current board if it is free then we,all column values we check if i j is free in the current board. if it is free then we
we means it means yo cannot place the queen in the ith row so we return false now e,"we means it means we cannot place the queen on the ith row. so, we return false. now the"
so remember we take w put it will be a string we convert it using n and we record,"so, remember we take the input it will be a string we convert it using int and we record"
int and passes it as n then we wol initialitze the board with the number n we need  because,"int and passes it as n then we will initialize the board with the number n. we need n because,"
need to no how to set up that oremember that the indices run from [UNK] to n minus [UNK] or,we need to know how to set up that remember that the indices run from 0 to n minus 1 or
n minus n minus [UNK] plus n so n is required in order to initialize the dictionary,"n minus n minus 1 plus n. n is required in order to initialize the dictionary and finally,"
hs initially  te bord what how do we print a bord well for every row we sort e,this initializes the board; what how do we print a board well for every row we sort the
this is bat way if you hander python program you can run it directly without fs,dot py. this is by the way if you have a python program you can run it directly without first
or instance it we give it the number [UNK] than we willget the solution that we n the,for instance if we give it the number 4 then we will get the solution that we saw in the
e are example it is not very printed out very neatly so if   tin  h,"earlier example it is not very printed out very neatly. so, if we give the number 8 then"
shows me the [UNK] queen solution in a more readable form,shows me the 4 queen solution in a more readable form right.
stthere is an extra column there is some mistakein that but there is an extra cal,"see there is an extra column. there is some mistake in that, but there is an extra column,"
previousl also returns true e nn eventually t print out the board supposing we do not,previous level also returns true and eventually it print out the board. supposing we do not
every possible solution the only thing is that it will ot    e e,every possible solution. the only thing is that it will not run through every solution
queen positions and then trying it out we are trying it out for smaller things because,"queen positions and then trying it out we are trying it out for smaller things, because"
extend t solution and then we undo the queen and try the next one,extend the solution and then we undo the queen and try the next one.
osible j wwe are not going to ever come out comp,blindly try every possible j and we are not going to ever come out complaining that we
solution that we are trying to get does not work so we hat a dead end and then we undo,"solution that we are trying to get does not work. so, we hit a dead end, and then we undo"
r discussion of back k tracking with this specto t [UNK] queens ro,our discussion of backtracking with respect to the 8 queens' problem. 
there is no free slot for the third queen sjust by exhaustive analysis we can show,"there is no free slot for the third queen. so, just by exhaustive analysis we can show"
nd we can find thene emptrys lot on the second row right at the nd so we put a queen there,"then we can find an empty slot on the second row right at the end. so, we put a queen there"
everything is one of the coruner iwish none of the queens attack ath er,everything is one of the corner in which none of the queens attack each other.
is always a soluted possible our r task is to find such a solution how do we find,is always a solution possible. our task is to find such a solution. how do we find a
exactly one queen on each row s let us first put a queen in the first row en,"is exactly one queen in each row. let us first put a queen in the first row,"
so you have a gbrid  then you start liling up things he  the et o,"so, you have a grid and then you start filling up things and there are some points you realize"
cares now we move to the third row and in the [UNK]hth,"squares. now, we move to the third row and in the 5th"
an then we wil place a [UNK]th queen and then a [UNK]th one and then a [UNK][UNK]th one and now we  find,and then we will place a 5th queen and then a 6th one and then a 7th one and now we find
something we did before now the last thing we did was to put the [UNK]th queen right so we,"something we did before now. the last thing we did was to put the 7th queen right. so,"
problmem and at some point  we realie that we are stuck we cannot solve the probem,problem; and at some point when we realize that we are stuck we cannot solve the problem
and so on,and so on.
suppose we want to write a function finfos which finds the first position of tha value,"suppose, we want to write a function findpos which finds the first position of a value"
this heeie trick how would we know at this point remember now ther re,not think of this clever trick how would we know at this point. so remember now there
o the question is can we detect whether or not we broke o  this loop n he her,not. the question is can we detect whether or not we broke out this loop or whether we
terminate it separately,terminate it separately.
that looks a bit odd because of the name it allows something called else which we,that looks a bit odd because of the name it allows something called else which we saw
new words you need to use s if you see n else attach to a for it could also be att a,new words you need to use. if you see an else attached to a 'for' it could also be attach
ae ene not  found it pos is undefined if pos is undefined we need to define it before,entire list and not found it pos is undefined. if pos is undefined we need to define it before
ths can be done by supplying the optional else so both far and while also allow in lse,"this can be done by supplying the optional else. both, for and while also allow an else"
mark the position that we have found it  to be pos at the end of this if we are not,"mark the position that we have found it to be pos. at the end of this, if we have not"
in the list then we will set pos to minus [UNK] which is the default value whe indicate,in the list then we will set pos to minus 1 which is the default value we indicate at
to scan the remaining hundreds of thousands of positions before we reur the position,to scan the remaining hundreds of thousands of positions before we return the position
this is an issue of efficiency that we are running this  loop too many times,this is an issue of efficiency that we are running this loop too many times unnecessarily.
the position to be the new thingso we are actually finding not the first,"the position to be the new thing. so, we are actually finding not the first"
olution but the last position so this is not a very good way to do this so we first,"position but the last position so this is not a very good way to do this. so, we first"
condition which says that  if l i is v and we have not founded so far then we updated,condition which says that if l i is v and we have not founded so far then we update
as before if we never find it o the value found is never set to true and so we repor,as before if we never find it then the value found is never set to true and so we report
succeeding then we will report minus [UNK],without succeeding then we will report minus 1.
so we could think of doing this using a for rop so we go through every value an,"we could think of doing this using a 'for loop'. so, we go through every value in l"
have not seen x so far like before we want to report minus [UNK],have not seen x so far like before we want to report minus 1.
position  this is only the first version of this we will see how to fix this so we have,"position. this is only the first version of this we will see how to fix this. so, we have"
loop o this s precisely what we wanted to do if x v we have found the first position,loop. so this is precisely what we wanted to do if x is v we have found the first position
and go backnow how do we repord at the end we do not have this founund varyae,"and go back. now, how do we record at the end we do not have this found variable anymore."
o how do we know at the end  owhether or not we actually saw it the question is was po,"how do we know at the end whether or not we actually saw it? so, the question is was pos"
there so in any case we can return pos and we have no problem,"there. so, in any case we can return pos and we have no problem"
this is just to illustrate the use orf the word break which allows us in certain situation,"this is just to illustrate the use of the word break, which allows us in certain situations"
to get out now remember in the worst case we do not find x in it s the worst case i,"to get out. now remember in the worst case we do not find x in it. so, the worst case"
is better to scand the positions so it is better to say pos is minus  tte,"it is better to scan the positions. so, it is better to say pos is minus 1, but instead"
of going through x ind l it is better to go through i in the range [UNK] o remember now this,of going through x in l it is better to go through i in the range 0. remember now this
wesby changing the variable that we put in the for we have got aslightly more natural,"so, by changing the variable that we put in the 'for', we have got a slightly more natural"
in the lecture we saw that in object oriented programming we define a data type oro,"in the lecture, we saw that in object oriented programming we define a data type through"
are dealing with this heap h when we say h dot insert then this insert is using the,"are dealing with this heap h, when we say h dot insert then this insert is using the"
perspective the same function is there there is f there is mor distance o i,"perspective the same function is there there is self there is o distance. so, if i take"
teta o i equal to s sin theta then do x plus delta x y plus delta y and convert,"theta and y equal to r sin theta then do x plus delta x, y to plus delta y and convert"
it back to r theta i s you pay a price in one function or he other with the x,"it back to r theta right. so, you pay a price in one function or the other; with the x y"
like saying that a heap implementation is always better than a sorted list implementation,like saying that a heap implementation is always better than a sorted list implementation
rivate implementation namely we havre emoved from x y to r theta but the function tha t,"the private implementation, namely we have moved from x, y to r theta, but the functionality"
argmns hicom[UNK] but if we do not pas an alguments like p [UNK] then we et a poit,"the argument 3 comma 4, but if we do not pass any argument like p 2 then we get a point"
at the origin,at the origin.
the function init clearly looks like a special function because of these underscore underscore,the function init clearly looks like a special function because of these underscore underscore
using rite a python function as e said before python n inderprets init is a constructor s,"to write a python function. as we said before python interprets init as a constructor, so"
when we call a objects like p qual to [UNK][UNK][UNK] then this implicitly cals init and init is,"when we call a object like p equal to 0.54, then this implicitly calls init and init is"
and for instance print as the function print implicitly takes any name you pass to print,"and for instance, print - the function print implicitly takes any name you pass to print"
and self dot ywe want to print this out in this form value x and the value y,"and self dot y, we want to print this out in this form value x and the value y."
produces the string representation of self ot othis creates a string from the value,"produces the string representation of self dot y. this creates a string from the value,"
oother heaps we will see a little later that we can take one value and refer to another vu,other heaps. we will see a little later that we can take one value and refer to another
define what add meaans let us assume that we want to constrat the newpoint whose x coordinate,define what add means. let us assume that we want to construct a new point whose x coordinate
here is a way we would do it we would create a new point whose x coordinate is self dot,here is way we would do it; we would create a new point whose x coordinate is self dot
implicitly called self because that is the one whe is typically manitullated by a function,"implicitly called self, because that is the one that is typically manipulated by a function."
we just write p [UNK] less than p [UNK] for edablity enough in our program  internaly tit will,"we just write p 1 less then p 2 for readability enough in our program, and internally it will"
point is given some coordinate like a comma this is a point with xcoordinate a and,point is given some coordinate like a comma b. this is a point with x-coordinate a and
this is a familiar concept that al of you must have seen in mathematics,"y-coordinate b, this is a familiar concept that all of you must have seen in mathematics"
and b that you want topoint to have and now we have within the point we have,"and b that you want point to have. and now we have within the point, we have"
as objects,as objects.
and a y value  this x value is something and the y value is somethig and if we change,"a y value, and this x value is something and the y value is something. and if we change"
this particular object now this particular object changes as we move from one object,this particular object. now this particular object changes as we move from one object
sof p [UNK] self is p[UNK] this is an important po ust remember that every function inside,"of p 2, self is p 2. this is an important thing. just remember that every function inside"
il we passed as a and [UNK] will be passed as v and this will set up a point that we,"will be passed as a, and 2 will be passed as b. and this will set up a point that we"
the value the atax so we want self dot x pelst rite tax now this is a very common,"the value delta x. so, you want self dot x plus delta x. now, this is a very common paradigm"
to deltx is s a shot cuton python for self dot x equal toto self dot x plus t,to delta x is just a short cut in python for self dot x equal to self dot x plus delta
it means that implicitly the name of the left is the first argyument to the operation,x; it means that implicitly the name on the left is the first argument to the operation
sofor instance now if we say p dot translate [UNK] [UNK] then we get a new point which is [UNK] plus,"for instance, now if we say p dot translate 2 1 then we get a new point which 3 plus 2"
let us look at he different function surposing we want to compute the distance from,let us look at different functions. so supposing we want to compute the distance of a point
thah to get its dinstance so maybe w assign this to a name that does not call it,"distance to get its distance. maybe we would assign this to a name, let us not call it."
st caled sie so let us just assume that this parameter is,"to always call it, self. let us just assume that this parameter is"
if o distance is somthing that we lead to too ofn eradbe is useful to just,"now if o distance is something that we need to do often, then may be it's useful to just"
this distance and you can keep this andle so if i have r and theta it is the same inforation,"keep this distance and you can keep this angle. so, if i have r and theta it's the same information"
r coss theta where coss that prinomcosin function wy is eel to ur ithta,r cos theta where cos is the trigonometric cosine function; y is equal to r sin theta.
